sentence,vid,example_id,region,rank,cluster_id,actor_role,tool_type,action_code,target_structure,target_relation,direction,view_change,effect,effect_structure,landmark_confidence,causal_for_mind_change
"The left grasper retracts the gallbladder upward, maintaining exposure of the hepatocystic triangle.",13c28a0c-ff1a-4e46-a9e9-b1b125e01216,13c28a0c-ff1a-4e46-a9e9-b1b125e01216__C2__avg__c_001800_001950,fine_0,2,53,left_instrument,Grasper,RETRACT_UPWARD,HepatocysticTriangle,unknown,cephalad/upward,none,improve_exposure,HepatocysticTriangle,unknown,
"The left grasper retracts the gallbladder upward, maintaining exposure of the hepatocystic triangle.",14d2ecc3-bbdb-42e1-9e69-91b72d1f7cfb,14d2ecc3-bbdb-42e1-9e69-91b72d1f7cfb__C1__avg__c_000750_001200,fine_0,2,53,left_instrument,Grasper,RETRACT_UPWARD,HepatocysticTriangle,unknown,cephalad/upward,none,improve_exposure,HepatocysticTriangle,unknown,
"The left grasper retracts the gallbladder upward, maintaining exposure of the hepatocystic triangle.",14d2ecc3-bbdb-42e1-9e69-91b72d1f7cfb,14d2ecc3-bbdb-42e1-9e69-91b72d1f7cfb__C1__avg__c_001500_002250,fine_0,2,53,left_instrument,Grasper,RETRACT_UPWARD,HepatocysticTriangle,unknown,cephalad/upward,none,improve_exposure,HepatocysticTriangle,unknown,
"The left grasper retracts the gallbladder upward, maintaining exposure of the hepatocystic triangle.",14d2ecc3-bbdb-42e1-9e69-91b72d1f7cfb,14d2ecc3-bbdb-42e1-9e69-91b72d1f7cfb__C2__avg__c_000000_000300,coarse,2,53,left_instrument,Grasper,RETRACT_UPWARD,HepatocysticTriangle,unknown,cephalad/upward,none,improve_exposure,HepatocysticTriangle,unknown,
"The left grasper retracts the gallbladder upward, maintaining exposure of the hepatocystic triangle.",1971efbe-2e68-4e13-ba04-2bc6ed76b4f1,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1__C2__avg__c_001500_001800,coarse,2,53,left_instrument,Grasper,RETRACT_UPWARD,HepatocysticTriangle,unknown,cephalad/upward,none,improve_exposure,HepatocysticTriangle,unknown,
The left-sided grasper retracts the gallbladder upward to expose the hepatocystic triangle.,14d2ecc3-bbdb-42e1-9e69-91b72d1f7cfb,14d2ecc3-bbdb-42e1-9e69-91b72d1f7cfb__C2__avg__c_000750_001200,coarse,2,53,left_instrument,Grasper,RETRACT_UPWARD,HepatocysticTriangle,unknown,cephalad/upward,none,improve_exposure,HepatocysticTriangle,unknown,
The left-sided grasper retracts the gallbladder upward to expose the hepatocystic triangle.,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1__C1__avg__c_001500_001950,coarse,2,53,left_instrument,Grasper,RETRACT_UPWARD,HepatocysticTriangle,unknown,cephalad/upward,none,improve_exposure,HepatocysticTriangle,unknown,
The left grasper retracts the gallbladder upward to expose the liver bed.,004fa282-7e76-473e-bf34-01fe831368dc,004fa282-7e76-473e-bf34-01fe831368dc__C3__avg__c_001350_002100,coarse,2,48,left_instrument,Grasper,RETRACT_UPWARD,LiverBed,unknown,cephalad/upward,none,improve_exposure,LiverBed,unknown,
The left-sided grasper retracts the gallbladder cephalad to expose the liver bed.,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1__C3__avg__c_001500_001800,coarse,2,48,left_instrument,Grasper,RETRACT_UPWARD,LiverBed,unknown,cephalad/upward,none,improve_exposure,LiverBed,unknown,
"The left grasper retracts the gallbladder upward, exposing the liver bed for dissection.",004fa282-7e76-473e-bf34-01fe831368dc,004fa282-7e76-473e-bf34-01fe831368dc__C3__avg__c_001350_002100,fine_0,2,51,left_instrument,Grasper,RETRACT_UPWARD,LiverBed,unknown,cephalad/upward,none,improve_exposure,LiverBed,unknown,
"The left grasper retracts the gallbladder upward, exposing the liver bed for dissection.",1971efbe-2e68-4e13-ba04-2bc6ed76b4f1,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1__C3__avg__c_000900_001350,fine_0,2,51,left_instrument,Grasper,RETRACT_UPWARD,LiverBed,unknown,cephalad/upward,none,improve_exposure,LiverBed,unknown,
The left grasper retracts connective tissue to expose the dissection plane.,01950655-a507-4514-abe5-d13ff593ec4d,01950655-a507-4514-abe5-d13ff593ec4d__C3__avg__c_001050_001500,coarse,2,50,left_instrument,Grasper,RETRACT_UPWARD,PeritoneumOrSoftTissue,unknown,unknown,none,improve_exposure,Unknown,unknown,
"The left-side grasper retracts the gallblader upward, exposing the tubular structures for cleaer views.",1cd76ca0-9ddb-4204-a783-bd245a6cc604,1cd76ca0-9ddb-4204-a783-bd245a6cc604__C1__avg__c_000000_000450,coarse,2,52,left_instrument,Grasper,RETRACT_UPWARD,TwoTubularStructures,unknown,cephalad/upward,none,improve_exposure,TwoTubularStructures,unknown,
The off-screen left grasper retracts remaining connective tissue medially to finalize the exposure of the cystic duct and artery.,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983__C1__avg__c_001050_001350,coarse,2,36,offscreen,Grasper,RETRACT_UPWARD,CysticDuct,on,medial,none,improve_exposure,Unknown,medium,
The off-screen left grasper retracts remaining connective tissue medially to finalize the exposure of the cystic duct and artery.,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983__C1__avg__c_001050_001350,fine_0,2,36,offscreen,Grasper,RETRACT_UPWARD,CysticDuct,on,medial,none,improve_exposure,Unknown,medium,
The unseen left-sided grasper maintains stable upward retraction on the gallbladder.,00467596-8200-449c-8528-d4816ec2f6a2,00467596-8200-449c-8528-d4816ec2f6a2__C2__avg__c_000450_001050,fine_0,2,37,offscreen,Grasper,RETRACT_UPWARD,Gallbladder,unknown,cephalad/upward,none,unknown,Unknown,unknown,
"An unseen grasper maintains cephalad retraction on the gallbladder, creating tension for dissection.",1b7257e7-f6bb-4c2e-96eb-5c0e783f2983,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983__C1__avg__c_001650_002250,fine_0,2,39,offscreen,Grasper,RETRACT_UPWARD,Gallbladder,unknown,cephalad/upward,none,unknown,Unknown,unknown,
"An unseen grasper retracts the gallbladder upward, creating tension for dissection.",16e33e34-9e96-4156-b4ce-7591dcf813da,16e33e34-9e96-4156-b4ce-7591dcf813da__C3__avg__c_000600_000900,coarse,2,51,offscreen,Grasper,RETRACT_UPWARD,Gallbladder,unknown,cephalad/upward,none,unknown,Unknown,unknown,
"An unseen grasper retracts the gallbladder upward, creating tension for dissection.",16e33e34-9e96-4156-b4ce-7591dcf813da,16e33e34-9e96-4156-b4ce-7591dcf813da__C3__avg__c_000600_000900,fine_0,2,51,offscreen,Grasper,RETRACT_UPWARD,Gallbladder,unknown,cephalad/upward,none,unknown,Unknown,unknown,
"An off-screen grasper provides cephalad retraction on the gallbladder, exposing the hepatocystic triangle.",1b7257e7-f6bb-4c2e-96eb-5c0e783f2983,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983__C1__avg__c_000000_000150,coarse,2,38,offscreen,Grasper,RETRACT_UPWARD,HepatocysticTriangle,on,cephalad/upward,none,improve_exposure,HepatocysticTriangle,unknown,
"An off-screen grasper provides cephalad retraction on the gallbladder, exposing the hepatocystic triangle.",1b7257e7-f6bb-4c2e-96eb-5c0e783f2983,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983__C1__avg__c_000000_000150,fine_0,2,38,offscreen,Grasper,RETRACT_UPWARD,HepatocysticTriangle,on,cephalad/upward,none,improve_exposure,HepatocysticTriangle,unknown,
"An off-screen grasper retracts the gallbladder upward, maintaining tension across the hepatocystic triangle and exposing the posterior side of the gallbladder.",06cc10f4-8b31-4112-b024-ea1818c5d096,06cc10f4-8b31-4112-b024-ea1818c5d096__C2__avg__c_000900_001350,fine_0,2,42,offscreen,Grasper,RETRACT_UPWARD,HepatocysticTriangle,on,cephalad/upward+posterior,none,improve_exposure,HepatocysticTriangle,unknown,
"An unseen grasper retracts the gallbladder upward, creating space to view the hepatocystic triangle.",16e33e34-9e96-4156-b4ce-7591dcf813da,16e33e34-9e96-4156-b4ce-7591dcf813da__C2__avg__c_001200_001650,coarse,2,53,offscreen,Grasper,RETRACT_UPWARD,HepatocysticTriangle,unknown,cephalad/upward,none,unknown,HepatocysticTriangle,unknown,
"An unseen grasper retracts the gallbladder upward, maintaining tension on the hepatocystic triangle.",0a094835-5933-4f29-a184-6bfa46579272,0a094835-5933-4f29-a184-6bfa46579272__C3__avg__c_000450_000900,fine_0,2,53,offscreen,Grasper,RETRACT_UPWARD,HepatocysticTriangle,unknown,cephalad/upward,none,unknown,HepatocysticTriangle,unknown,
The off-screen left-sided grasper retracts the gallbladder upward to maintain exposure of the hepatocystic triangle.,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1__C1__avg__c_001500_001950,fine_0,2,53,offscreen,Grasper,RETRACT_UPWARD,HepatocysticTriangle,on,cephalad/upward,none,improve_exposure,HepatocysticTriangle,unknown,
"An unseen grasper retracts the gallbladder cephalad, exposing the liver bed for dissection.",1971efbe-2e68-4e13-ba04-2bc6ed76b4f1,1971efbe-2e68-4e13-ba04-2bc6ed76b4f1__C3__avg__c_001500_001800,fine_0,2,51,offscreen,Grasper,RETRACT_UPWARD,LiverBed,unknown,cephalad/upward,none,improve_exposure,LiverBed,unknown,
The off-screen left grasper retracts tissue to maintain a clear view of the dissected structures.,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983__C1__avg__c_000600_000750,coarse,2,35,offscreen,Grasper,RETRACT_UPWARD,PeritoneumOrSoftTissue,on,unknown,none,unknown,Unknown,unknown,
A off-screen grasper on the left retracts the liver upward to present the cleared surgical field.,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983__C2__avg__c_001050_001350,coarse,2,59,offscreen,Grasper,RETRACT_UPWARD,Unknown,on,cephalad/upward,none,unknown,Unknown,unknown,
A off-screen grasper on the left retracts the liver upward to present the cleared surgical field.,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983,1b7257e7-f6bb-4c2e-96eb-5c0e783f2983__C2__avg__c_001050_001350,fine_0,2,59,offscreen,Grasper,RETRACT_UPWARD,Unknown,on,cephalad/upward,none,unknown,Unknown,unknown,
"An off-screen tool keeps retracting the gallbladder upward, continuing exposing a posterior view of the liver bed plane.",06cc10f4-8b31-4112-b024-ea1818c5d096,06cc10f4-8b31-4112-b024-ea1818c5d096__C3__avg__c_000600_001050,fine_0,2,43,offscreen,Unknown,RETRACT_UPWARD,LiverBed,on,cephalad/upward+posterior,posterior_view,improve_exposure,LiverBed,unknown,
A grasper retracts the gallbladder fundus cephalad to maintain exposure of the hepatocystic triangle.,0c54c281-0d1f-4403-81ee-82fcfc3c0d76,0c54c281-0d1f-4403-81ee-82fcfc3c0d76__C2__avg__c_001950_002250,coarse,1,53,unknown,Grasper,RETRACT_UPWARD,HepatocysticTriangle,unknown,cephalad/upward,none,improve_exposure,HepatocysticTriangle,unknown,
A grasper retracts the gallbladder fundus cephalad to maintain exposure of the hepatocystic triangle.,0c54c281-0d1f-4403-81ee-82fcfc3c0d76,0c54c281-0d1f-4403-81ee-82fcfc3c0d76__C3__avg__c_001950_002250,coarse,1,53,unknown,Grasper,RETRACT_UPWARD,HepatocysticTriangle,unknown,cephalad/upward,none,improve_exposure,HepatocysticTriangle,unknown,
"A grasper retracts the gallbladder upward, maintaining exposure of the hepatocystic triangle.",1ecfaf41-7ed8-4d2b-80f3-b370ea1ff55a,1ecfaf41-7ed8-4d2b-80f3-b370ea1ff55a__C2__avg__c_000000_000450,coarse,2,53,unknown,Grasper,RETRACT_UPWARD,HepatocysticTriangle,unknown,cephalad/upward,none,improve_exposure,HepatocysticTriangle,unknown,
A right bipolar withdraws from occluding the hepatocystic triangle to improve visibility of the anatomy.,0a094835-5933-4f29-a184-6bfa46579272,0a094835-5933-4f29-a184-6bfa46579272__C3__avg__c_001200_001500,coarse,1,8,right_instrument,Bipolar,TOOL_WITHDRAW_UNBLOCKS_VIEW,HepatocysticTriangle,on,unknown,none,unknown,HepatocysticTriangle,unknown,
A right bipolar withdraws from occluding the hepatocystic triangle to improve visibility of the anatomy.,0a094835-5933-4f29-a184-6bfa46579272,0a094835-5933-4f29-a184-6bfa46579272__C3__avg__c_001200_001500,fine_0,1,8,right_instrument,Bipolar,TOOL_WITHDRAW_UNBLOCKS_VIEW,HepatocysticTriangle,on,unknown,none,unknown,HepatocysticTriangle,unknown,
"The right bipolar moves away from blocking the view, exposing the hepatocystic triangle.",06cc10f4-8b31-4112-b024-ea1818c5d096,06cc10f4-8b31-4112-b024-ea1818c5d096__C2__avg__c_001800_002250,coarse,1,22,right_instrument,Bipolar,TOOL_WITHDRAW_UNBLOCKS_VIEW,HepatocysticTriangle,on,unknown,none,improve_exposure,HepatocysticTriangle,unknown,
"The right bipolar tool moves away from the view, showing the previously occluded view where the gallbladder is separated from the liver bed.",06cc10f4-8b31-4112-b024-ea1818c5d096,06cc10f4-8b31-4112-b024-ea1818c5d096__C3__avg__c_001800_002100,coarse,1,1,right_instrument,Bipolar,TOOL_WITHDRAW_UNBLOCKS_VIEW,LiverBed,on,unknown,none,reveal_detachment,LiverBed,unknown,
The right hook withdraws from the view to stop occluding the hepatocystic triangle.,10dea02a-5502-4f05-ba3b-191e38fe4b29,10dea02a-5502-4f05-ba3b-191e38fe4b29__C2__avg__c_001950_002250,coarse,3,23,right_instrument,Hook,TOOL_WITHDRAW_UNBLOCKS_VIEW,HepatocysticTriangle,on,unknown,none,unknown,HepatocysticTriangle,unknown,
